Measurement_System,FSK_Group_Key,Injection_Variant,FSK_SKU,Proposed_FSK_Code,Build_Status,Build_Source,Priority,Shaft_Value,Stern_OD_Value,Backend_Target_OD_in,Stern_Target_OD_in,FSA_SKU,FSA_Stock_SKU,Hose_SKU,Hose_Orientation,Clamp_Backend_SKU,Clamp_Stern_SKU,Clamp_Backend_Qty,Clamp_Stern_Qty,Requested_Port_Count,FSA_Stock_Variant,Injection_Action,Hose_Type,Stretch_Backend_in,Stretch_Stern_in,Sell_On_Website,Total_Stretch
Metric,FSKM-50M-89M,4,FSKM-50M-89M-4,FSKM-50M-89M-4,Generated,Rule Engine,2,50.0,89.0,2.9921259842519685,3.5039370078740157,FSA-50M-76M-41,FSA-50M-76M-41,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-3500,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-50M-95M,0,FSKM-50M-95M-0,FSKM-50M-95M-0,Generated,Rule Engine,2,50.0,95.0,3.5039370078740157,3.7401574803149606,FSA-50M-89M-0,FSA-50M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-50M-95M,1,FSKM-50M-95M-1,FSKM-50M-95M-1,Generated,Rule Engine,2,50.0,95.0,3.5039370078740157,3.7401574803149606,FSA-50M-89M-1,FSA-50M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-55M-102M,0,FSKM-55M-102M-0,FSKM-55M-102M-0,Generated,Rule Engine,2,55.0,102.0,3.5039370078740157,4.015748031496063,FSA-55M-89M-1,FSA-55M-89M-1,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-55M-102M,1,FSKM-55M-102M-1,FSKM-55M-102M-1,Generated,Rule Engine,4,55.0,102.0,4.015748031496063,4.015748031496063,FSA-55M-102M-1,FSA-55M-102M-1,HOSE 4000,A->Backend,CLAMP-4250,CLAMP-4250,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-55M-108M,0,FSKM-55M-108M-0,FSKM-55M-108M-0,Generated,Rule Engine,2,55.0,108.0,4.015748031496063,4.251968503937008,FSA-55M-102M-1,FSA-55M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-114M,0,FSKM-55M-114M-0,FSKM-55M-114M-0,Generated,Rule Engine,2,55.0,114.0,4.015748031496063,4.488188976377953,FSA-55M-102M-1,FSA-55M-102M-1,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-114M,1,FSKM-55M-114M-1,FSKM-55M-114M-1,Generated,Rule Engine,5,55.0,114.0,4.015748031496063,4.488188976377953,FSA-55M-102M-1,FSA-55M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.23818897637795322,False,0.23818897637795322
Metric,FSKM-55M-76M,0,FSKM-55M-76M-0,FSKM-55M-76M-0,Generated,Rule Engine,2,55.0,76.0,2.9921259842519685,2.9921259842519685,FSA-55M-76M-1,FSA-55M-76M-1,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-76M,1,FSKM-55M-76M-1,FSKM-55M-76M-1,Generated,Rule Engine,2,55.0,76.0,2.9921259842519685,2.9921259842519685,FSA-55M-76M-1,FSA-55M-76M-1,HS 3000-3000-1,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-76M,2,FSKM-55M-76M-2,FSKM-55M-76M-2,Generated,Rule Engine,2,55.0,76.0,2.9921259842519685,2.9921259842519685,FSA-55M-76M-41,FSA-55M-76M-41,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-76M,3,FSKM-55M-76M-3,FSKM-55M-76M-3,Generated,Rule Engine,2,55.0,76.0,2.9921259842519685,2.9921259842519685,FSA-55M-76M-41,FSA-55M-76M-41,HS 3000-3000-1,A->Backend,CLAMP-3000,CLAMP-3000,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-76M,4,FSKM-55M-76M-4,FSKM-55M-76M-4,Generated,Rule Engine,2,55.0,76.0,3.5039370078740157,2.9921259842519685,FSA-55M-89M-1,FSA-55M-89M-1,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-55M-79M,0,FSKM-55M-79M-0,FSKM-55M-79M-0,Generated,Rule Engine,4,55.0,79.0,3.110236220472441,3.110236220472441,FSA-55M-79M-0,FSA-55M-79M-1,HOSE 3125,A->Backend,CLAMP-3000,CLAMP-3000,2,2,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-55M-79M,1,FSKM-55M-79M-1,FSKM-55M-79M-1,Generated,Rule Engine,4,55.0,79.0,3.110236220472441,3.110236220472441,FSA-55M-79M-1,FSA-55M-79M-1,HOSE 3125,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-55M-79M,2,FSKM-55M-79M-2,FSKM-55M-79M-2,Generated,Rule Engine,4,55.0,79.0,3.267716535433071,3.110236220472441,FSA-55M-83M-1,FSA-55M-83M-1,HOSE 3125,A->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Straight,0.14271653543307086,0.0,False,0.14271653543307086
Metric,FSKM-55M-79M,3,FSKM-55M-79M-3,FSKM-55M-79M-3,Generated,Rule Engine,5,55.0,79.0,2.9921259842519685,3.110236220472441,FSA-55M-76M-1,FSA-55M-76M-1,HOSE 3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Straight,0.0,0.1102362204724414,False,0.1102362204724414
Metric,FSKM-55M-79M,4,FSKM-55M-79M-4,FSKM-55M-79M-4,Generated,Rule Engine,5,55.0,79.0,2.9921259842519685,3.110236220472441,FSA-55M-76M-1,FSA-55M-76M-1,HS 3000-3000,A->Backend,CLAMP-3000,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.1102362204724414,False,0.1102362204724414
Metric,FSKM-55M-83M,0,FSKM-55M-83M-0,FSKM-55M-83M-0,Generated,Rule Engine,2,55.0,83.0,3.267716535433071,3.267716535433071,FSA-55M-83M-1,FSA-55M-83M-1,HS 3250-3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-83M,1,FSKM-55M-83M-1,FSKM-55M-83M-1,Generated,Rule Engine,4,55.0,83.0,3.267716535433071,3.267716535433071,FSA-55M-83M-1,FSA-55M-83M-1,HOSE 3250,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-55M-83M,2,FSKM-55M-83M-2,FSKM-55M-83M-2,Generated,Rule Engine,5,55.0,83.0,3.110236220472441,3.267716535433071,FSA-55M-79M-0,FSA-55M-79M-1,HOSE 3125,A->Backend,CLAMP-3000,CLAMP-3500,2,2,0,0,0,Straight,0.0,0.14271653543307086,False,0.14271653543307086
Metric,FSKM-55M-83M,3,FSKM-55M-83M-3,FSKM-55M-83M-3,Generated,Rule Engine,5,55.0,83.0,3.110236220472441,3.267716535433071,FSA-55M-79M-1,FSA-55M-79M-1,HOSE 3125,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Straight,0.0,0.14271653543307086,False,0.14271653543307086
Metric,FSKM-55M-83M,4,FSKM-55M-83M-4,FSKM-55M-83M-4,Generated,Rule Engine,6,55.0,83.0,3.267716535433071,3.267716535433071,FSA-55M-83M-1,FSA-55M-83M-1,HOSE 3125,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Straight,0.14271653543307086,0.14271653543307086,False,0.2854330708661417
Metric,FSKM-55M-89M,0,FSKM-55M-89M-0,FSKM-55M-89M-0,Generated,Rule Engine,2,55.0,89.0,4.015748031496063,3.5039370078740157,FSA-55M-102M-1,FSA-55M-102M-1,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-89M,1,FSKM-55M-89M-1,FSKM-55M-89M-1,Generated,Rule Engine,2,55.0,89.0,2.9921259842519685,3.5039370078740157,FSA-55M-76M-1,FSA-55M-76M-1,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-89M,2,FSKM-55M-89M-2,FSKM-55M-89M-2,Generated,Rule Engine,2,55.0,89.0,2.9921259842519685,3.5039370078740157,FSA-55M-76M-1,FSA-55M-76M-1,HS 3000-3500-1,A->Backend,CLAMP-3000,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-89M,3,FSKM-55M-89M-3,FSKM-55M-89M-3,Generated,Rule Engine,2,55.0,89.0,2.9921259842519685,3.5039370078740157,FSA-55M-76M-41,FSA-55M-76M-41,HS 3000-3500,A->Backend,CLAMP-3000,CLAMP-3500,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-89M,4,FSKM-55M-89M-4,FSKM-55M-89M-4,Generated,Rule Engine,2,55.0,89.0,2.9921259842519685,3.5039370078740157,FSA-55M-76M-41,FSA-55M-76M-41,HS 3000-3500-1,A->Backend,CLAMP-3000,CLAMP-3500,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-55M-95M,0,FSKM-55M-95M-0,FSKM-55M-95M-0,Generated,Rule Engine,2,55.0,95.0,3.5039370078740157,3.7401574803149606,FSA-55M-89M-1,FSA-55M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-102M,0,FSKM-60M-102M-0,FSKM-60M-102M-0,Generated,Rule Engine,2,60.0,102.0,4.251968503937008,4.015748031496063,FSA-60M-108M-0,FSA-60M-108M-1,HS 4000-4250,B->Backend,CLAMP-4500,CLAMP-4250,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-102M,1,FSKM-60M-102M-1,FSKM-60M-102M-1,Generated,Rule Engine,2,60.0,102.0,5.0,4.015748031496063,FSA-60M-127M-0,FSA-60M-127M-1,HS 4000-5000,B->Backend,CLAMP-5000,CLAMP-4250,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-102M,2,FSKM-60M-102M-2,FSKM-60M-102M-2,Generated,Rule Engine,2,60.0,102.0,5.0,4.015748031496063,FSA-60M-127M-1,FSA-60M-127M-1,HS 4000-5000,B->Backend,CLAMP-5000,CLAMP-4250,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-102M,3,FSKM-60M-102M-3,FSKM-60M-102M-3,Generated,Rule Engine,2,60.0,102.0,3.5039370078740157,4.015748031496063,FSA-60M-89M-0,FSA-60M-89M-1,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-102M,4,FSKM-60M-102M-4,FSKM-60M-102M-4,Generated,Rule Engine,2,60.0,102.0,3.5039370078740157,4.015748031496063,FSA-60M-89M-1,FSA-60M-89M-1,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-108M,0,FSKM-60M-108M-0,FSKM-60M-108M-0,Generated,Rule Engine,2,60.0,108.0,4.015748031496063,4.251968503937008,FSA-60M-102M-0,FSA-60M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-108M,1,FSKM-60M-108M-1,FSKM-60M-108M-1,Generated,Rule Engine,2,60.0,108.0,4.015748031496063,4.251968503937008,FSA-60M-102M-1,FSA-60M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-108M,2,FSKM-60M-108M-2,FSKM-60M-108M-2,Generated,Rule Engine,2,60.0,108.0,4.015748031496063,4.251968503937008,FSA-60M-102M-4,FSA-60M-102M-4,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-108M,3,FSKM-60M-108M-3,FSKM-60M-108M-3,Generated,Rule Engine,4,60.0,108.0,4.251968503937008,4.251968503937008,FSA-60M-108M-0,FSA-60M-108M-1,HOSE 4250,A->Backend,CLAMP-4500,CLAMP-4500,2,2,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-60M-108M,4,FSKM-60M-108M-4,FSKM-60M-108M-4,Generated,Rule Engine,4,60.0,108.0,4.409448818897638,4.251968503937008,FSA-60M-112M-1,FSA-60M-112M-1,HOSE 4250,A->Backend,CLAMP-4500,CLAMP-4500,2,2,1,0,0,Straight,0.15944881889763826,0.0,False,0.15944881889763826
Metric,FSKM-60M-114M,0,FSKM-60M-114M-0,FSKM-60M-114M-0,Generated,Rule Engine,2,60.0,114.0,4.015748031496063,4.488188976377953,FSA-60M-102M-0,FSA-60M-102M-1,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-114M,1,FSKM-60M-114M-1,FSKM-60M-114M-1,Generated,Rule Engine,2,60.0,114.0,4.015748031496063,4.488188976377953,FSA-60M-102M-1,FSA-60M-102M-1,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-114M,2,FSKM-60M-114M-2,FSKM-60M-114M-2,Generated,Rule Engine,2,60.0,114.0,4.015748031496063,4.488188976377953,FSA-60M-102M-4,FSA-60M-102M-4,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-114M,3,FSKM-60M-114M-3,FSKM-60M-114M-3,Generated,Rule Engine,2,60.0,114.0,5.0,4.488188976377953,FSA-60M-127M-0,FSA-60M-127M-1,HS 4500-5000,B->Backend,CLAMP-5000,CLAMP-4500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-114M,4,FSKM-60M-114M-4,FSKM-60M-114M-4,Generated,Rule Engine,2,60.0,114.0,5.0,4.488188976377953,FSA-60M-127M-1,FSA-60M-127M-1,HS 4500-5000,B->Backend,CLAMP-5000,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-121M,0,FSKM-60M-121M-0,FSKM-60M-121M-0,Generated,Rule Engine,4,60.0,121.0,4.7637795275590555,4.7637795275590555,FSA-60M-121M-1,FSA-60M-121M-1,HOSE 4750,A->Backend,CLAMP-5000,CLAMP-5000,2,2,1,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-60M-76M,0,FSKM-60M-76M-0,FSKM-60M-76M-0,Generated,Rule Engine,2,60.0,76.0,3.5039370078740157,2.9921259842519685,FSA-60M-89M-0,FSA-60M-89M-1,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-76M,1,FSKM-60M-76M-1,FSKM-60M-76M-1,Generated,Rule Engine,2,60.0,76.0,3.5039370078740157,2.9921259842519685,FSA-60M-89M-0,FSA-60M-89M-1,HS 3000-3500-1,B->Backend,CLAMP-3500,CLAMP-3000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-76M,2,FSKM-60M-76M-2,FSKM-60M-76M-2,Generated,Rule Engine,2,60.0,76.0,3.5039370078740157,2.9921259842519685,FSA-60M-89M-1,FSA-60M-89M-1,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-76M,3,FSKM-60M-76M-3,FSKM-60M-76M-3,Generated,Rule Engine,2,60.0,76.0,3.5039370078740157,2.9921259842519685,FSA-60M-89M-1,FSA-60M-89M-1,HS 3000-3500-1,B->Backend,CLAMP-3500,CLAMP-3000,2,2,1,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-76M,4,FSKM-60M-76M-4,FSKM-60M-76M-4,Generated,Rule Engine,2,60.0,76.0,3.5039370078740157,2.9921259842519685,FSA-60M-89M-4,FSA-60M-89M-4,HS 3000-3500,B->Backend,CLAMP-3500,CLAMP-3000,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-89M,0,FSKM-60M-89M-0,FSKM-60M-89M-0,Generated,Rule Engine,2,60.0,89.0,4.015748031496063,3.5039370078740157,FSA-60M-102M-0,FSA-60M-102M-1,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-89M,1,FSKM-60M-89M-1,FSKM-60M-89M-1,Generated,Rule Engine,2,60.0,89.0,4.015748031496063,3.5039370078740157,FSA-60M-102M-1,FSA-60M-102M-1,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-89M,2,FSKM-60M-89M-2,FSKM-60M-89M-2,Generated,Rule Engine,2,60.0,89.0,4.015748031496063,3.5039370078740157,FSA-60M-102M-4,FSA-60M-102M-4,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-89M,3,FSKM-60M-89M-3,FSKM-60M-89M-3,Generated,Rule Engine,2,60.0,89.0,3.5039370078740157,3.5039370078740157,FSA-60M-89M-0,FSA-60M-89M-1,HS 3500-3500,A->Backend,CLAMP-3500,CLAMP-3500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-89M,4,FSKM-60M-89M-4,FSKM-60M-89M-4,Generated,Rule Engine,2,60.0,89.0,3.5039370078740157,3.5039370078740157,FSA-60M-89M-1,FSA-60M-89M-1,HS 3500-3500,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-95M,0,FSKM-60M-95M-0,FSKM-60M-95M-0,Generated,Rule Engine,2,60.0,95.0,3.5039370078740157,3.7401574803149606,FSA-60M-89M-0,FSA-60M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-95M,1,FSKM-60M-95M-1,FSKM-60M-95M-1,Generated,Rule Engine,2,60.0,95.0,3.5039370078740157,3.7401574803149606,FSA-60M-89M-1,FSA-60M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-60M-95M,2,FSKM-60M-95M-2,FSKM-60M-95M-2,Generated,Rule Engine,2,60.0,95.0,3.5039370078740157,3.7401574803149606,FSA-60M-89M-4,FSA-60M-89M-4,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-95M,3,FSKM-60M-95M-3,FSKM-60M-95M-3,Generated,Rule Engine,2,60.0,95.0,3.5039370078740157,3.7401574803149606,FSA-60M-89M-41,FSA-60M-89M-41,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,41,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-60M-95M,4,FSKM-60M-95M-4,FSKM-60M-95M-4,Generated,Rule Engine,2,60.0,95.0,3.5039370078740157,3.7401574803149606,FSA-60M-89M-6,FSA-60M-89M-6,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,6,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-102M,0,FSKM-65M-102M-0,FSKM-65M-102M-0,Generated,Rule Engine,2,65.0,102.0,3.5039370078740157,4.015748031496063,FSA-65M-89M-1,FSA-65M-89M-1,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-102M,1,FSKM-65M-102M-1,FSKM-65M-102M-1,Generated,Rule Engine,2,65.0,102.0,3.5039370078740157,4.015748031496063,FSA-65M-89M-4,FSA-65M-89M-4,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-102M,2,FSKM-65M-102M-2,FSKM-65M-102M-2,Generated,Rule Engine,2,65.0,102.0,3.5039370078740157,4.015748031496063,FSA-65M-89M-5,FSA-65M-89M-5,HS 3500-4000,A->Backend,CLAMP-3500,CLAMP-4250,2,2,5,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-102M,3,FSKM-65M-102M-3,FSKM-65M-102M-3,Generated,Rule Engine,4,65.0,102.0,4.015748031496063,4.015748031496063,FSA-65M-102M-0,FSA-65M-102M-1,HOSE 4000,A->Backend,CLAMP-4250,CLAMP-4250,2,2,0,0,0,Straight,0.0,0.0,False,0.0
Metric,FSKM-65M-102M,4,FSKM-65M-102M-4,FSKM-65M-102M-4,Generated,Rule Engine,4,65.0,102.0,4.015748031496063,4.015748031496063,FSA-65M-102M-1,FSA-65M-102M-1,HOSE 4000,A->Backend,CLAMP-4250,CLAMP-4250,2,2,1,0,0,Straight,0.0,0.0,True,0.0
Metric,FSKM-65M-114M,0,FSKM-65M-114M-0,FSKM-65M-114M-0,Generated,Rule Engine,2,65.0,114.0,4.015748031496063,4.488188976377953,FSA-65M-102M-0,FSA-65M-102M-1,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-114M,1,FSKM-65M-114M-1,FSKM-65M-114M-1,Generated,Rule Engine,2,65.0,114.0,4.015748031496063,4.488188976377953,FSA-65M-102M-1,FSA-65M-102M-1,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-114M,2,FSKM-65M-114M-2,FSKM-65M-114M-2,Generated,Rule Engine,2,65.0,114.0,4.015748031496063,4.488188976377953,FSA-65M-102M-4,FSA-65M-102M-4,HS 4000-4500,A->Backend,CLAMP-4250,CLAMP-4500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-114M,3,FSKM-65M-114M-3,FSKM-65M-114M-3,Generated,Rule Engine,5,65.0,114.0,4.015748031496063,4.488188976377953,FSA-65M-102M-0,FSA-65M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,0,0,0,Articulated,0.0,0.23818897637795322,False,0.23818897637795322
Metric,FSKM-65M-114M,4,FSKM-65M-114M-4,FSKM-65M-114M-4,Generated,Rule Engine,5,65.0,114.0,4.015748031496063,4.488188976377953,FSA-65M-102M-1,FSA-65M-102M-1,HS 4000-4250,A->Backend,CLAMP-4250,CLAMP-4500,2,2,1,0,0,Articulated,0.0,0.23818897637795322,True,0.23818897637795322
Metric,FSKM-65M-127M,0,FSKM-65M-127M-0,FSKM-65M-127M-0,Generated,Rule Engine,2,65.0,127.0,4.015748031496063,5.0,FSA-65M-102M-0,FSA-65M-102M-1,HS 4000-5000,A->Backend,CLAMP-4250,CLAMP-5000,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-127M,1,FSKM-65M-127M-1,FSKM-65M-127M-1,Generated,Rule Engine,2,65.0,127.0,4.015748031496063,5.0,FSA-65M-102M-1,FSA-65M-102M-1,HS 4000-5000,A->Backend,CLAMP-4250,CLAMP-5000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-127M,2,FSKM-65M-127M-2,FSKM-65M-127M-2,Generated,Rule Engine,2,65.0,127.0,4.015748031496063,5.0,FSA-65M-102M-4,FSA-65M-102M-4,HS 4000-5000,A->Backend,CLAMP-4250,CLAMP-5000,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-89M,0,FSKM-65M-89M-0,FSKM-65M-89M-0,Generated,Rule Engine,2,65.0,89.0,4.015748031496063,3.5039370078740157,FSA-65M-102M-0,FSA-65M-102M-1,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,0,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-89M,1,FSKM-65M-89M-1,FSKM-65M-89M-1,Generated,Rule Engine,2,65.0,89.0,4.015748031496063,3.5039370078740157,FSA-65M-102M-1,FSA-65M-102M-1,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-89M,2,FSKM-65M-89M-2,FSKM-65M-89M-2,Generated,Rule Engine,2,65.0,89.0,4.015748031496063,3.5039370078740157,FSA-65M-102M-4,FSA-65M-102M-4,HS 3500-4000,B->Backend,CLAMP-4250,CLAMP-3500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-89M,3,FSKM-65M-89M-3,FSKM-65M-89M-3,Generated,Rule Engine,2,65.0,89.0,3.5039370078740157,3.5039370078740157,FSA-65M-89M-1,FSA-65M-89M-1,HS 3500-3500,A->Backend,CLAMP-3500,CLAMP-3500,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-89M,4,FSKM-65M-89M-4,FSKM-65M-89M-4,Generated,Rule Engine,2,65.0,89.0,3.5039370078740157,3.5039370078740157,FSA-65M-89M-4,FSA-65M-89M-4,HS 3500-3500,A->Backend,CLAMP-3500,CLAMP-3500,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-95M,0,FSKM-65M-95M-0,FSKM-65M-95M-0,Generated,Rule Engine,2,65.0,95.0,3.5039370078740157,3.7401574803149606,FSA-65M-89M-1,FSA-65M-89M-1,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,1,0,0,Articulated,0.0,0.0,True,0.0
Metric,FSKM-65M-95M,1,FSKM-65M-95M-1,FSKM-65M-95M-1,Generated,Rule Engine,2,65.0,95.0,3.5039370078740157,3.7401574803149606,FSA-65M-89M-4,FSA-65M-89M-4,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,4,0,0,Articulated,0.0,0.0,False,0.0
Metric,FSKM-65M-95M,2,FSKM-65M-95M-2,FSKM-65M-95M-2,Generated,Rule Engine,2,65.0,95.0,3.5039370078740157,3.7401574803149606,FSA-65M-89M-5,FSA-65M-89M-5,HS 3500-3750,A->Backend,CLAMP-3500,CLAMP-4000,2,2,5,0,0,Articulated,0.0,0.0,False,0.0
