System,ShaftSize,ShaftUnits,SternSize,SternUnits,FSK_Template,FSK_Notes,Priority,RuleType,FSA_Template,FSA_Tail_OD_in,Hose_Code,Hose_End1_in,Hose_End2_in,Clamp1_Code,Clamp2_Code,Comments
imperial,2.25,in,3.25,in,FSK-2250-3250,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2250-3250,3.25,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2250-3500,3.5,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2250-3500,3.5,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.25,in,3.25,in,FSK-2250-3250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-3250,3.25,HOSE 3000,3.0,3.0,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-3000,3.0,HOSE 3000,3.0,3.0,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-2250-3250,3.25,HOSE 3125,3.125,3.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3000,3.0,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3250,3.25,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.25,in,FSK-2250-3250,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3500,3.5,HS 3000-3500,3.0,3.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.25,in,3.5,in,FSK-2250-3500,exact fit at both ends,1,recommended,FSA-2250-3500,3.5,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,exact fit at both ends,2,step_down,FSA-2250-3000,3.0,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2250-4000,4.0,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.25,in,3.5,in,FSK-2250-3500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2250-3500,3.5,HOSE 3500,3.5,3.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2250-3250,3.25,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2250-4000,4.0,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.25,in,3.5,in,FSK-2250-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-3500,3.5,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-3250,3.25,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-2250-3500,3.5,HOSE 3375,3.375,3.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3250,3.25,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.5,in,FSK-2250-3500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3500,3.5,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,exact fit at both ends,1,recommended,FSA-2250-3500,3.5,HS 3500-3750,3.5,3.75,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2250-4000,4.0,HOSE 3750,3.75,3.75,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-3500,3.5,HOSE 3500,3.5,3.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3000,3.0,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3250,3.25,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3500,3.5,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,3.75,in,FSK-2250-3750,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-4000,4.0,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,2.25,in,3.75,in,FSK-2250-3750,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-4000,4.0,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.25,in,4.0,in,FSK-2250-4000,exact fit at both ends,1,recommended,FSA-2250-3500,3.5,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,4.0,in,FSK-2250-4000,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2250-4500,4.5,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.25,in,4.0,in,FSK-2250-4000,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2250-4500,4.5,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.25,in,4.0,in,FSK-2250-4000,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3500,3.5,HS 3500-3750,3.5,3.75,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,4.25,in,FSK-2250-4250,exact fit at both ends,1,recommended,FSA-2250-4000,4.0,HS 4000-4250,4.0,4.25,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,4.25,in,FSK-2250-4250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2250-4500,4.5,HOSE 4250,4.25,4.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.25,in,4.25,in,FSK-2250-4250,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-4000,4.0,HOSE 4000,4.0,4.0,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,4.25,in,FSK-2250-4250,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-3500,3.5,HS 3500-4000,3.5,4.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,4.25,in,FSK-2250-4250,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-4500,4.5,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,2.25,in,4.25,in,FSK-2250-4250,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-4500,4.5,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.25,in,4.5,in,FSK-2250-4500,exact fit at both ends,1,recommended,FSA-2250-4500,4.5,HS 4500-4500,4.5,4.5,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,4.5,in,FSK-2250-4500,exact fit at both ends,2,step_down,FSA-2250-4000,4.0,HS 4000-4500,4.0,4.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,4.5,in,FSK-2250-4500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2250-4500,4.5,HOSE 4500,4.5,4.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,4.5,in,FSK-2250-4500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2250-4500,4.5,HOSE 4250,4.25,4.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.25,in,4.5,in,FSK-2250-4500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2250-4000,4.0,HS 4000-4250,4.0,4.25,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.25,in,5.0,in,FSK-2250-5000,exact fit at both ends,1,recommended,FSA-2250-4500,4.5,HS 4500-5000,4.5,5.0,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.25,in,5.0,in,FSK-2250-5000,exact fit at both ends,2,step_down,FSA-2250-4000,4.0,HS 4000-5000,4.0,5.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,exact fit at both ends,1,recommended,FSA-2500-3250,3.25,HS 3250-3250,3.25,3.25,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2500-3250,3.25,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2500-3500,3.5,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2500-3500,3.5,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.5,in,3.25,in,FSK-2500-3250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-3250,3.25,HOSE 3000,3.0,3.0,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-2500-3250,3.25,HOSE 3125,3.125,3.125,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3250,3.25,HS 3000-3000,3.0,3.0,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.25,in,FSK-2500-3250,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3500,3.5,HS 3000-3500,3.0,3.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.5,in,3.5,in,FSK-2500-3500,exact fit at both ends,1,recommended,FSA-2500-3500,3.5,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2500-4000,4.0,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.5,in,3.5,in,FSK-2500-3500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2500-3500,3.5,HOSE 3500,3.5,3.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2500-3250,3.25,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2500-4000,4.0,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.5,in,3.5,in,FSK-2500-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-3500,3.5,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-3250,3.25,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-2500-3500,3.5,HOSE 3375,3.375,3.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3250,3.25,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,3.5,in,FSK-2500-3500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3500,3.5,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,exact fit at both ends,1,recommended,FSA-2500-3500,3.5,HS 3500-3750,3.5,3.75,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2500-4000,4.0,HOSE 3750,3.75,3.75,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-3500,3.5,HOSE 3500,3.5,3.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3250,3.25,HS 3000-3500,3.0,3.5,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3500,3.5,HS 3500-3500,3.5,3.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,3.75,in,FSK-2500-3750,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-4000,4.0,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,2.5,in,3.75,in,FSK-2500-3750,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-4000,4.0,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.5,in,4.0,in,FSK-2500-4000,exact fit at both ends,1,recommended,FSA-2500-3500,3.5,HS 3500-4000,3.5,4.0,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,4.0,in,FSK-2500-4000,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2500-4500,4.5,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.5,in,4.0,in,FSK-2500-4000,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2500-5000,5.0,HS 4000-5000,4.0,5.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.5,in,4.0,in,FSK-2500-4000,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2500-4500,4.5,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.5,in,4.0,in,FSK-2500-4000,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3500,3.5,HS 3500-3750,3.5,3.75,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,4.25,in,FSK-2500-4250,exact fit at both ends,1,recommended,FSA-2500-4000,4.0,HS 4000-4250,4.0,4.25,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,4.25,in,FSK-2500-4250,"straight hose; stretch at FSA end and exact at stern end (FSA end stretched by 0.250"" )",3,stretch_quarter_in,FSA-2500-4500,4.5,HOSE 4250,4.25,4.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern exact | Step-down No
imperial,2.5,in,4.25,in,FSK-2500-4250,"straight hose; exact at FSA end and stretch at stern end (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-4000,4.0,HOSE 4000,4.0,4.0,,,Alternative | Hose straight | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,4.25,in,FSK-2500-4250,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-3500,3.5,HS 3500-4000,3.5,4.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,4.25,in,FSK-2500-4250,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-4500,4.5,HS 4000-4250,4.0,4.25,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern stretch | Step-down Yes
imperial,2.5,in,4.25,in,FSK-2500-4250,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-4500,4.5,HS 4000-4500,4.0,4.5,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.5,in,4.25,in,FSK-2500-4250,"step-down (FSA tail > stern); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-5000,5.0,HS 4000-5000,4.0,5.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern stretch | Step-down Yes
imperial,2.5,in,4.5,in,FSK-2500-4500,exact fit at both ends,1,recommended,FSA-2500-4500,4.5,HS 4500-4500,4.5,4.5,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,4.5,in,FSK-2500-4500,exact fit at both ends,2,step_down,FSA-2500-4000,4.0,HS 4000-4500,4.0,4.5,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,4.5,in,FSK-2500-4500,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2500-5000,5.0,HS 4500-5000,4.5,5.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.5,in,4.5,in,FSK-2500-4500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2500-4500,4.5,HOSE 4500,4.5,4.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,4.5,in,FSK-2500-4500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-4500,4.5,HOSE 4250,4.25,4.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,4.5,in,FSK-2500-4500,"stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2500-4000,4.0,HS 4000-4250,4.0,4.25,,,Alternative | Hose normal | Fit FSA exact | Fit stern stretch | Step-down No
imperial,2.5,in,5.0,in,FSK-2500-5000,exact fit at both ends,1,recommended,FSA-2500-5000,5.0,HS 5000-5000,5.0,5.0,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,5.0,in,FSK-2500-5000,exact fit at both ends,2,step_down,FSA-2500-4000,4.0,HS 4000-5000,4.0,5.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,5.0,in,FSK-2500-5000,exact fit at both ends,2,step_down,FSA-2500-4500,4.5,HS 4500-5000,4.5,5.0,,,Alternative | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,5.0,in,FSK-2500-5000,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2500-5000,5.0,HOSE 5000,5.0,5.0,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.5,in,5.0,in,FSK-2500-5000,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2500-5000,5.0,HOSE 4750,4.75,4.75,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.5,in,6.0,in,FSK-2500-6000,exact fit at both ends,1,recommended,FSA-2500-5000,5.0,HS 5000-6000,5.0,6.0,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.625,in,4.5,in,FSK-2625-4500,"No hose can be fit over these diameters without exceeding 1/4"" stretch or 1mm looseness; consult factory for custom solution.",5,estimated,,,,,,,,Estimated build | Hose nan | Fit FSA nan | Fit stern nan | Step-down nan
imperial,2.75,in,3.5,in,FSK-2750-3500,exact fit at both ends,1,recommended,FSA-2750-3500,3.5,HS 3500-3500,3.5,3.5,,,Recommended | Hose normal | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.75,in,3.5,in,FSK-2750-3500,step-down (FSA tail > stern); exact fit at both ends,2,step_down,FSA-2750-4000,4.0,HS 3500-4000,3.5,4.0,,,Alternative | Hose flipped | Fit FSA exact | Fit stern exact | Step-down Yes
imperial,2.75,in,3.5,in,FSK-2750-3500,straight hose; exact at FSA end and exact at stern end,3,straight_hose,FSA-2750-3500,3.5,HOSE 3500,3.5,3.5,,,Alternative | Hose straight | Fit FSA exact | Fit stern exact | Step-down No
imperial,2.75,in,3.5,in,FSK-2750-3500,"step-down (FSA tail > stern); stretch at FSA end (0.250"" larger OD than hose ID)",3,straight_hose,FSA-2750-4000,4.0,HS 3500-3750,3.5,3.75,,,Alternative | Hose flipped | Fit FSA stretch | Fit stern exact | Step-down Yes
imperial,2.75,in,3.5,in,FSK-2750-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.250"" ) (stern end stretched by 0.250"" )",4,stretch_quarter_in,FSA-2750-3500,3.5,HOSE 3250,3.25,3.25,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.75,in,3.5,in,FSK-2750-3500,"straight hose; stretch at FSA end and stretch at stern end (FSA end stretched by 0.125"" ) (stern end stretched by 0.125"" )",4,stretch_quarter_in,FSA-2750-3500,3.5,HOSE 3375,3.375,3.375,,,Alternative | Hose straight | Fit FSA stretch | Fit stern stretch | Step-down No
imperial,2.75,in,3.5,in,FSK-2750-3500,"stretch at FSA end (0.250"" larger OD than hose ID); stretch at stern end (0.250"" larger OD than hose ID)",4,stretch_quarter_in,FSA-2750-3500,3.5,HS 3250-3250,3.25,3.25,,,Alternative | Hose normal | Fit FSA stretch | Fit stern stretch | Step-down No
